n,sigma,ratio_sigma_log2n
739457190,112,3.801521
739478664,147,4.989489
739500138,147,4.989482
739521612,112,3.801505
739543086,112,3.801499
739564560,166,5.634357
739586034,147,4.989454
739607508,82,2.783229
739628982,166,5.634333
739650456,74,2.511687
739671930,269,9.130309
739693404,47,1.595256
739714878,147,4.989411
739736352,58,1.968608
739757826,242,8.213837
739779300,128,4.344503
739800774,166,5.634269
739822248,147,4.989376
739843722,109,3.699600
739865196,185,6.279129
739886670,158,5.362708
739908144,147,4.989347
739929618,174,5.905750
739951092,250,8.485261
739972566,93,3.156512
739994040,231,7.840359
740015514,90,3.054681
740036988,185,6.279057
740058462,109,3.699547
740079936,147,4.989291
740101410,112,3.801359
740122884,155,5.260802
740144358,109,3.699526
740165832,147,4.989262
740187306,58,1.968550
740208780,166,5.634117
740230254,193,6.550500
740251728,174,5.905624
740273202,166,5.634093
740294676,120,4.072833
740316150,250,8.485056
740337624,166,5.634069
740359098,120,4.072815
740380572,231,7.840158
740402046,109,3.699463
740423520,147,4.989177
740444994,166,5.634029
740466468,90,3.054590
740487942,185,6.278870
740509416,109,3.699437
740530890,58,1.968505
740552364,147,4.989135
740573838,142,4.819429
740595312,147,4.989121
740616786,185,6.278816
740638260,128,4.344256
740659734,155,5.260615
740681208,155,5.260608
740702682,231,7.839991
740724156,231,7.839980
740745630,185,6.278763
740767104,58,1.968474
740788578,174,5.905414
740810052,90,3.054520
740831526,147,4.989043
740853000,112,3.801170
740874474,58,1.968460
740895948,58,1.968457
740917422,155,5.260525
740938896,128,4.344170
740960370,147,4.989000
740981844,128,4.344157
741003318,128,4.344151
741024792,147,4.988979
741046266,128,4.344139
741067740,112,3.801116
741089214,128,4.344126
741110688,90,3.054460
741132162,58,1.968427
741153636,112,3.801095
741175110,128,4.344102
741196584,128,4.344096
741218058,158,5.362236
741239532,231,7.839713
741261006,185,6.278549
741282480,185,6.278540
741303954,158,5.362205
741325428,90,3.054416
741346902,82,2.782909
741368376,166,5.633685
741389850,128,4.344040
741411324,112,3.801030
741432798,158,5.362159
741454272,90,3.054390
741475746,231,7.839591
741497220,90,3.054382
741518694,128,4.344003
741540168,82,2.782873
741561642,166,5.633613
741583116,120,4.072486
741604590,82,2.782861
741626064,166,5.633589
741647538,139,4.717276
741669012,147,4.988767
741690486,90,3.054343
741711960,128,4.343948
741733434,147,4.988746
741754908,158,5.362045
741776382,155,5.260227
741797856,231,7.839424
741819330,109,3.699117
741840804,155,5.260205
741862278,82,2.782814
741883752,90,3.054304
741905226,90,3.054299
741926700,231,7.839357
741948174,109,3.699085
741969648,128,4.343874
741991122,166,5.633454
742012596,147,4.988654
742034070,147,4.988647
742055544,231,7.839291
742077018,90,3.054265
742098492,147,4.988625
742119966,147,4.988618
742141440,147,4.988611
742162914,147,4.988604
742184388,90,3.054243
742205862,147,4.988590
742227336,90,3.054234
742248810,147,4.988576
742270284,90,3.054226
742291758,147,4.988562
742313232,147,4.988555
742334706,147,4.988548
742356180,120,4.072278
742377654,147,4.988533
742399128,131,4.445558
742420602,109,3.698970
742442076,185,6.278060
742463550,109,3.698960
742485024,109,3.698954
742506498,128,4.343720
742527972,158,5.361772
742549446,90,3.054170
742570920,90,3.054165
742592394,90,3.054161
742613868,90,3.054157
742635342,139,4.716969
742656816,90,3.054148
742678290,128,4.343671
742699764,128,4.343665
742721238,193,6.549423
742742712,139,4.716935
742764186,90,3.054126
742785660,128,4.343640
742807134,128,4.343634
742828608,193,6.549376
742850082,147,4.988378
742871556,185,6.277882
742893030,185,6.277873
742914504,185,6.277864
742935978,128,4.343597
742957452,128,4.343591
742978926,147,4.988336
743000400,128,4.343579
743021874,147,4.988322
743043348,147,4.988315
743064822,147,4.988308
743086296,93,3.155864
743107770,155,5.259765
743129244,166,5.633031
743150718,147,4.988279
743172192,147,4.988272
743193666,128,4.343523
743215140,166,5.632999
743236614,166,5.632991
743258088,158,5.361514
743279562,166,5.632975
743301036,93,3.155819
743322510,269,9.128109
743343984,147,4.988216
743365458,93,3.155806
743386932,155,5.259668
743408406,93,3.155797
743429880,147,4.988188
743451354,231,7.838569
743472828,212,7.193828
743494302,128,4.343437
743515776,74,2.511046
743537250,193,6.549071
743558724,93,3.155765
743580198,128,4.343413
743601672,93,3.155756
743623146,82,2.782491
743644620,128,4.343394
743666094,93,3.155743
743687568,128,4.343382
743709042,155,5.259557
743730516,93,3.155730
743751990,193,6.548978
743773464,90,3.053923
743794938,147,4.988068
743816412,155,5.259520
743837886,155,5.259512
743859360,147,4.988047
743880834,128,4.343327
743902308,147,4.988032
743923782,147,4.988025
743945256,128,4.343309
743966730,212,7.193595
743988204,109,3.698588
744009678,128,4.343290
744031152,109,3.698578
744052626,128,4.343278
744074100,82,2.782408
744095574,82,2.782404
744117048,128,4.343259
744138522,109,3.698552
744159996,207,7.023845
744181470,231,7.838193
744202944,120,4.071783
744224418,166,5.632625
744245892,82,2.782377
744267366,128,4.343216
744288840,120,4.071760
744310314,239,8.109577
744331788,74,2.510911
744353262,128,4.343192
744374736,147,4.987877
744396210,147,4.987870
744417684,109,3.698484
744439158,147,4.987856
744460632,109,3.698473
744482106,155,5.259289
744503580,109,3.698463
744525054,128,4.343143
744546528,82,2.782322
744568002,158,5.361052
744589476,109,3.698442
744610950,147,4.987800
744632424,74,2.510862
744653898,158,5.361022
744675372,74,2.510855
744696846,109,3.698416
744718320,185,6.277119
744739794,231,7.837905
744761268,139,4.716308
744782742,193,6.548534
744804216,185,6.277083
744825690,147,4.987730
744847164,109,3.698379
744868638,185,6.277057
744890112,185,6.277048
744911586,128,4.343033
744933060,185,6.277030
744954534,231,7.837794
744976008,63,2.137577
744997482,109,3.698343
745018956,63,2.137571
745040430,123,4.173347
745061904,101,3.426890
745083378,250,8.482390
745104852,147,4.987638
745126326,101,3.426876
745147800,193,6.548377
745169274,101,3.426866
745190748,193,6.548359
745212222,147,4.987603
745233696,101,3.426852
745255170,109,3.698280
745276644,101,3.426842
745298118,147,4.987575
745319592,63,2.137529
745341066,109,3.698259
745362540,185,6.276853
745384014,101,3.426818
745405488,139,4.716109
745426962,128,4.342885
745448436,101,3.426803
745469910,296,10.042894
745491384,147,4.987511
745512858,212,7.192864
745534332,101,3.426784
745555806,231,7.837485
745577280,139,4.716056
745598754,101,3.426769
745620228,123,4.173189
745641702,123,4.173183
745663176,71,2.408907
745684650,71,2.408904
745706124,109,3.698171
745727598,123,4.173159
745749072,71,2.408893
745770546,123,4.173147
745792020,185,6.276676
745813494,109,3.698145
745834968,139,4.715976
745856442,74,2.510660
745877916,207,7.023052
745899390,147,4.987378
745920864,147,4.987371
745942338,139,4.715943
745963812,147,4.987357
745985286,74,2.510639
746006760,185,6.276588
746028234,128,4.342714
746049708,74,2.510628
746071182,147,4.987322
746092656,193,6.547971
746114130,212,7.192580
746135604,109,3.698066
746157078,193,6.547943
746178552,193,6.547934
746200026,193,6.547925
746221500,155,5.258689
746242974,74,2.510596
746264448,147,4.987258
746285922,147,4.987251
746307396,147,4.987244
746328870,155,5.258652
746350344,139,4.715816
746371818,166,5.631830
746393292,147,4.987216
746414766,74,2.510568
746436240,204,6.921015
746457714,123,4.172959
746479188,147,4.987188
746500662,166,5.631783
746522136,166,5.631775
746543610,74,2.510547
746565084,123,4.172930
746586558,315,10.686757
746608032,101,3.426543
746629506,101,3.426538
746650980,139,4.715724
746672454,166,5.631719
746693928,123,4.172895
746715402,123,4.172889
746736876,128,4.342512
746758350,109,3.697915
746779824,166,5.631680
746801298,166,5.631672
746822772,120,4.071082
746844246,147,4.987069
746865720,147,4.987062
746887194,109,3.697884
746908668,139,4.715644
746930142,166,5.631624
746951616,120,4.071048
746973090,166,5.631608
746994564,139,4.715617
747016038,147,4.987013
747037512,139,4.715604
747058986,166,5.631577
747080460,74,2.510458
747101934,74,2.510455
747123408,74,2.510451
747144882,120,4.070996
747166356,123,4.172765
747187830,123,4.172760
747209304,128,4.342378
747230778,128,4.342372
747252252,128,4.342366
747273726,193,6.547464
747295200,212,7.192023
747316674,158,5.360085
747338148,123,4.172719
747359622,123,4.172713
747381096,82,2.781805
747402570,212,7.191972
747424044,120,4.070922
747445518,82,2.781793
747466992,71,2.408622
747488466,147,4.986858
747509940,147,4.986851
747531414,139,4.715452
747552888,139,4.715445
747574362,139,4.715438
747595836,174,5.902771
747617310,109,3.697707
747638784,55,1.865813
747660258,139,4.715412
747681732,120,4.070853
747703206,223,7.564992
747724680,139,4.715392
747746154,139,4.715385
747767628,174,5.902704
747789102,109,3.697666
747810576,55,1.865792
747832050,109,3.697655
747853524,109,3.697650
747874998,112,3.799415
747896472,139,4.715339
747917946,120,4.070790
747939420,90,3.053089
747960894,74,2.510314
747982368,120,4.070773
748003842,139,4.715306
748025316,139,4.715299
748046790,139,4.715292
748068264,71,2.408527
748089738,109,3.697593
748111212,109,3.697588
748132686,109,3.697583
748154160,123,4.172496
748175634,139,4.715253
748197108,139,4.715246
748218582,123,4.172478
748240056,128,4.342085
748261530,147,4.986606
748283004,139,4.715220
748304478,204,6.920169
748325952,147,4.986585
748347426,90,3.053007
748368900,90,3.053003
748390374,212,7.191507
748411848,123,4.172425
748433322,90,3.052990
748454796,109,3.697505
748476270,155,5.257912
748497744,74,2.510226
748519218,109,3.697489
748540692,177,6.004171
748562166,109,3.697479
748583640,139,4.715127
748605114,212,7.191406
748626588,250,8.480420
748648062,212,7.191386
748669536,147,4.986473
748691010,109,3.697448
748712484,177,6.004104
748733958,147,4.986452
748755432,139,4.715074
748776906,109,3.697427
748798380,147,4.986431
748819854,147,4.986424
748841328,109,3.697411
748862802,139,4.715041
748884276,128,4.341902
748905750,155,5.257765
748927224,109,3.697391
748948698,109,3.697385
748970172,155,5.257743
748991646,155,5.257735
749013120,128,4.341865
749034594,223,7.564333
749056068,139,4.714981
749077542,109,3.697354
749099016,71,2.408365
749120490,128,4.341835
749141964,109,3.697339
749163438,90,3.052844
749184912,90,3.052840
749206386,139,4.714935
749227860,128,4.341805
749249334,123,4.172197
749270808,128,4.341792
749292282,123,4.172185
749313756,109,3.697297
749335230,109,3.697292
749356704,93,3.154566
749378178,90,3.052801
749399652,93,3.154557
749421126,109,3.697271
749442600,139,4.714862
749464074,147,4.986214
749485548,193,6.546517
749507022,166,5.630675
749528496,212,7.190973
749549970,109,3.697240
749571444,93,3.154522
749592918,93,3.154517
749614392,74,2.510042
749635866,155,5.257514
749657340,155,5.257507
749678814,193,6.546434
749700288,155,5.257492
749721762,166,5.630596
749743236,250,8.479802
749764710,166,5.630580
749786184,155,5.257462
749807658,128,4.341640
749829132,55,1.865546
749850606,109,3.697168
749872080,166,5.630541
749893554,55,1.865538
749915028,136,4.612960
749936502,155,5.257411
749957976,166,5.630509
749979450,155,5.257396
750000924,147,4.986040
750022398,147,4.986033
750043872,109,3.697121
750065346,109,3.697116
750086820,93,3.154416
750108294,185,6.274904
750129768,90,3.052652
750151242,90,3.052647
750172716,90,3.052643
750194190,136,4.612876
750215664,193,6.546205
750237138,128,4.341519
750258612,109,3.697069
750280086,174,5.901735
750301560,90,3.052617
750323034,109,3.697054
750344508,128,4.341488
750365982,128,4.341482
750387456,147,4.985914
750408930,155,5.257249
750430404,147,4.985900
750451878,147,4.985893
750473352,136,4.612792
750494826,136,4.612786
750516300,155,5.257212
750537774,155,5.257205
750559248,193,6.546058
750580722,155,5.257190
750602196,136,4.612754
750623670,174,5.901603
750645144,136,4.612741
750666618,123,4.171811
750688092,155,5.257153
750709566,174,5.901570
750731040,155,5.257138
750752514,155,5.257131
750773988,212,7.190388
750795462,128,4.341361
750816936,136,4.612689
750838410,212,7.190358
750859884,193,6.545930
750881358,166,5.630170
750902832,101,3.425581
750924306,74,2.509828
750945780,166,5.630147
750967254,147,4.985725
750988728,139,4.714387
751010202,136,4.612631
751031676,166,5.630115
751053150,136,4.612618
751074624,128,4.341282
751096098,212,7.190238
751117572,109,3.696862
751139046,90,3.052451
751160520,109,3.696852
751181994,128,4.341251
751203468,109,3.696842
751224942,109,3.696836
751246416,39,1.322719
751267890,147,4.985628
751289364,109,3.696821
751310838,109,3.696816
751332312,109,3.696811
751353786,158,5.358672
751375260,166,5.629989
751396734,120,4.069866
751418208,136,4.612508
751439682,71,2.407997
751461156,109,3.696780
751482630,120,4.069843
751504104,231,7.834437
751525578,147,4.985544
751547052,147,4.985537
751568526,139,4.714209
751590000,123,4.171560
751611474,136,4.612450
751632948,109,3.696738
751654422,109,3.696733
751675896,212,7.189966
751697370,101,3.425404
751718844,136,4.612418
751740318,158,5.358537
751761792,120,4.069769
751783266,166,5.629840
751804740,109,3.696697
751826214,109,3.696692
751847688,71,2.407933
751869162,109,3.696681
751890636,136,4.612367
751912110,136,4.612360
751933584,193,6.545473
751955058,109,3.696661
751976532,71,2.407913
751998006,155,5.256705
752019480,136,4.612328
752040954,109,3.696640
752062428,109,3.696635
752083902,136,4.612309
752105376,109,3.696625
752126850,109,3.696619
752148324,109,3.696614
752169798,109,3.696609
752191272,128,4.340966
752212746,185,6.274044
752234220,109,3.696594
752255694,147,4.985307
752277168,155,5.256609
752298642,212,7.189675
752320116,120,4.069622
752341590,166,5.629635
752363064,109,3.696563
752384538,147,4.985265
752406012,139,4.713952
752427486,139,4.713945
752448960,90,3.052191
752470434,185,6.273939
752491908,128,4.340881
752513382,128,4.340875
752534856,185,6.273912
752556330,90,3.052169
752577804,120,4.069553
752599278,90,3.052161
752620752,109,3.696501
752642226,147,4.985182
752663700,139,4.713873
752685174,109,3.696485
752706648,120,4.069519
752728122,109,3.696475
752749596,109,3.696470
752771070,250,8.478130
752792544,109,3.696459
752814018,166,5.629462
752835492,109,3.696449
752856966,109,3.696444
752878440,174,5.900737
752899914,139,4.713801
752921388,147,4.985092
752942862,212,7.189374
752964336,120,4.069451
752985810,109,3.696413
753007284,128,4.340736
753028758,128,4.340730
753050232,109,3.696397
753071706,139,4.713748
753093180,128,4.340712
753114654,334,11.326528
753136128,109,3.696377
753157602,109,3.696372
753179076,109,3.696367
753200550,109,3.696361
753222024,212,7.189243
753243498,147,4.984987
753264972,174,5.900589
753286446,128,4.340657
753307920,63,2.136414
753329394,109,3.696330
753350868,147,4.984952
753372342,166,5.629258
753393816,128,4.340627
753415290,147,4.984932
753436764,109,3.696305
753458238,212,7.189133
753479712,74,2.509411
753501186,74,2.509407
753522660,74,2.509404
753544134,71,2.407668
753565608,109,3.696274
753587082,109,3.696269
753608556,136,4.611852
753630030,120,4.069275
753651504,193,6.544742
753672978,212,7.189033
753694452,136,4.611826
753715926,109,3.696238
753737400,147,4.984827
753758874,136,4.611807
753780348,74,2.509362
753801822,136,4.611794
753823296,74,2.509355
753844770,136,4.611781
753866244,277,9.393100
753887718,136,4.611768
753909192,74,2.509341
753930666,109,3.696186
753952140,166,5.629046
753973614,136,4.611742
753995088,109,3.696171
754016562,258,8.748722
754038036,128,4.340445
754059510,193,6.544568
754080984,128,4.340433
754102458,139,4.713433
754123932,128,4.340421
754145406,258,8.748649
754166880,63,2.136295
754188354,90,3.051846
754209828,90,3.051842
754231302,166,5.628944
754252776,128,4.340385
754274250,109,3.696104
754295724,212,7.188742
754317198,90,3.051820
754338672,188,6.374905
754360146,109,3.696083
754381620,63,2.136265
754403094,109,3.696073
754424568,74,2.509257
754446042,212,7.188672
754467516,147,4.984591
754488990,147,4.984584
754510464,101,3.424778
754531938,101,3.424773
754553412,147,4.984563
754574886,212,7.188612
754596360,109,3.696027
754617834,109,3.696021
754639308,109,3.696016
754660782,136,4.611537
754682256,90,3.051748
754703730,193,6.544295
754725204,90,3.051740
754746678,147,4.984501
754768152,193,6.544268
754789626,120,4.068969
754811100,193,6.544250
754832574,128,4.340222
754854048,193,6.544231
754875522,90,3.051710
754896996,139,4.713190
754918470,128,4.340197
754939944,220,7.459704
754961418,120,4.068924
754982892,166,5.628670
755004366,136,4.611434
755025840,120,4.068907
755047314,90,3.051676
755068788,90,3.051672
755090262,147,4.984390
755111736,212,7.188362
755133210,128,4.340137
755154684,193,6.544104
755176158,166,5.628600
755197632,136,4.611376
755219106,136,4.611370
755240580,231,7.832537
755262054,104,3.526332
755283528,166,5.628560
755305002,174,5.899808
755326476,104,3.526317
755347950,104,3.526312
755369424,71,2.407383
755390898,128,4.340065
755412372,193,6.543995
755433846,193,6.543986
755455320,120,4.068794
755476794,109,3.695816
755498268,174,5.899734
755519742,109,3.695805
755541216,193,6.543940
755562690,128,4.340016
755584164,120,4.068760
755605638,120,4.068754
755627112,82,2.780311
755648586,82,2.780308
755670060,82,2.780304
755691534,90,3.051549
755713008,212,7.188082
755734482,231,7.832286
755755956,185,6.272601
755777430,90,3.051532
755798904,82,2.780280
755820378,204,6.916786
755841852,193,6.543813
755863326,104,3.526195
755884800,128,4.339926
755906274,90,3.051506
755927748,136,4.611158
755949222,104,3.526175
755970696,166,5.628310
755992170,104,3.526165
756013644,120,4.068647
756035118,166,5.628287
756056592,109,3.695677
756078066,90,3.051472
756099540,104,3.526141
756121014,109,3.695662
756142488,104,3.526131
756163962,120,4.068607
756185436,166,5.628232
756206910,120,4.068596
756228384,120,4.068590
756249858,166,5.628208
756271332,90,3.051434
756292806,104,3.526097
756314280,136,4.611043
756335754,174,5.899415
756357228,174,5.899406
756378702,104,3.526077
756400176,109,3.695595
756421650,136,4.611011
756443124,90,3.051400
756464598,136,4.610998
756486072,304,10.306923
756507546,174,5.899349
756529020,136,4.610979
756550494,104,3.526038
756571968,90,3.051375
756593442,136,4.610960
756614916,104,3.526023
756636390,147,4.983891
756657864,82,2.780126
756679338,104,3.526009
756700812,147,4.983871
756722286,128,4.339691
756743760,212,7.187603
756765234,166,5.628021
756786708,104,3.525984
756808182,188,6.373886
756829656,104,3.525974
756851130,128,4.339655
756872604,239,8.102938
756894078,104,3.525960
756915552,104,3.525955
756937026,104,3.525950
756958500,166,5.627951
756979974,174,5.899169
757001448,147,4.983774
757022922,155,5.254992
757044396,147,4.983760
757065870,147,4.983753
757087344,147,4.983746
757108818,120,4.068359
757130292,147,4.983732
757151766,90,3.051260
757173240,147,4.983718
757194714,166,5.627865
757216188,193,6.543231
757237662,120,4.068325
757259136,128,4.339540
757280610,101,3.424164
757302084,147,4.983677
757323558,147,4.983670
757345032,120,4.068296
757366506,128,4.339510
757387980,128,4.339504
757409454,193,6.543150
757430928,147,4.983636
757452402,147,4.983629
757473876,120,4.068263
757495350,104,3.525823
757516824,155,5.254825
757538298,220,7.458450
757559772,120,4.068240
757581246,193,6.543077
757602720,193,6.543068
757624194,101,3.424088
757645668,104,3.525788
757667142,204,6.915960
757688616,128,4.339420
757710090,193,6.543023
757731564,204,6.915931
757753038,193,6.543004
757774512,193,6.542995
757795986,90,3.051134
757817460,120,4.068172
757838934,120,4.068167
757860408,104,3.525740
757881882,120,4.068155
757903356,231,7.831188
757924830,90,3.051108
757946304,120,4.068139
757967778,120,4.068133
757989252,90,3.051095
758010726,90,3.051091
758032200,120,4.068116
758053674,120,4.068110
758075148,258,8.746425
758096622,93,3.152777
758118096,120,4.068093
758139570,220,7.458161
758161044,90,3.051062
758182518,104,3.525666
758203992,120,4.068071
758225466,136,4.610474
758246940,93,3.152746
758268414,93,3.152742
758289888,93,3.152737
758311362,193,6.542769
758332836,90,3.051028
758354310,63,2.135717
758375784,93,3.152720
758397258,120,4.068020
758418732,193,6.542723
758440206,120,4.068009
758461680,104,3.525603
758483154,136,4.610397
758504628,101,3.423893
758526102,104,3.525588
758547576,136,4.610378
758569050,193,6.542660
758590524,101,3.423874
758611998,147,4.983256
758633472,90,3.050969
758654946,104,3.525559
758676420,90,3.050960
758697894,193,6.542606
758719368,104,3.525544
758740842,128,4.339125
758762316,120,4.067924
758783790,239,8.101938
758805264,90,3.050935
758826738,277,9.390087
758848212,104,3.525515
758869686,104,3.525510
758891160,136,4.610276
758912634,120,4.067885
758934108,120,4.067879
758955582,166,5.627225
758977056,128,4.339059
758998530,90,3.050897
759020004,212,7.186547
759041478,193,6.542461
759062952,90,3.050884
759084426,90,3.050880
759105900,212,7.186507
759127374,120,4.067829
759148848,136,4.610200
759170322,109,3.694934
759191796,90,3.050859
759213270,136,4.610180
759234744,90,3.050850
759256218,90,3.050846
759277692,120,4.067789
759299166,104,3.525413
759320640,120,4.067778
759342114,120,4.067773
759363588,174,5.898262
759385062,71,2.406759
759406536,90,3.050817
759428010,101,3.423690
759449484,104,3.525378
759470958,71,2.406745
759492432,120,4.067733
759513906,104,3.525364
759535380,74,2.508428
759556854,147,4.982952
759578328,104,3.525349
759599802,166,5.626992
759621276,147,4.982932
759642750,104,3.525335
759664224,128,4.338867
759685698,104,3.525325
759707172,136,4.610034
759728646,120,4.067671
759750120,90,3.050749
759771594,120,4.067660
759793068,201,6.813321
759814542,74,2.508383
759836016,128,4.338819
759857490,136,4.609989
759878964,147,4.982849
759900438,74,2.508370
759921912,128,4.338795
759943386,74,2.508363
759964860,128,4.338783
759986334,136,4.609951
760007808,90,3.050699
760029282,104,3.525247
760050756,90,3.050690
760072230,90,3.050686
760093704,120,4.067576
760115178,104,3.525227
760136652,212,7.186031
760158126,231,7.830051
760179600,90,3.050665
760201074,74,2.508321
760222548,117,3.965853
760244022,117,3.965848
760265496,90,3.050648
760286970,136,4.609862
760308444,136,4.609855
760329918,136,4.609849
760351392,109,3.694653
760372866,212,7.185921
760394340,204,6.914745
760415814,147,4.982677
760437288,71,2.406596
760458762,117,3.965793
760480236,117,3.965788
760501710,258,8.745058
760523184,193,6.541837
760544658,109,3.694607
760566132,155,5.253792
760587606,155,5.253785
760609080,71,2.406569
760630554,128,4.338598
760652028,128,4.338592
760673502,128,4.338586
760694976,147,4.982588
760716450,109,3.694567
760737924,71,2.406549
760759398,136,4.609722
760780872,74,2.508228
760802346,136,4.609709
760823820,136,4.609703
760845294,120,4.067379
760866768,147,4.982533
760888242,193,6.541683
760909716,117,3.965678
760931190,136,4.609671
760952664,136,4.609665
760974138,136,4.609658
760995612,90,3.050505
761017086,193,6.541629
761038560,117,3.965645
761060034,117,3.965640
761081508,193,6.541602
761102982,174,5.897602
761124456,147,4.982450
761145930,136,4.609607
761167404,193,6.541566
761188878,193,6.541557
761210352,120,4.067284
761231826,177,5.999235
761253300,117,3.965591
761274774,250,8.473473
761296248,120,4.067261
761317722,117,3.965574
761339196,120,4.067250
761360670,185,6.270335
761382144,109,3.694409
761403618,90,3.050425
761425092,74,2.508124
761446566,120,4.067222
761468040,120,4.067216
761489514,147,4.982333
761510988,74,2.508110
761532462,185,6.270266
761553936,101,3.423222
761575410,74,2.508099
761596884,120,4.067183
761618358,90,3.050383
761639832,147,4.982285
761661306,147,4.982278
761682780,117,3.965481
761704254,136,4.609442
761725728,90,3.050362
761747202,109,3.694322
761768676,174,5.897350
761790150,90,3.050349
761811624,74,2.508061
761833098,90,3.050341
761854572,193,6.541277
761876046,139,4.711069
761897520,90,3.050328
761918994,212,7.185208
761940468,193,6.541241
761961942,212,7.185188
761983416,136,4.609359
762004890,117,3.965399
762026364,90,3.050303
762047838,201,6.812334
762069312,90,3.050295
762090786,147,4.982141
762112260,90,3.050286
762133734,117,3.965367
762155208,120,4.067037
762176682,90,3.050274
762198156,128,4.338161
762219630,139,4.710965
762241104,117,3.965339
762262578,90,3.050257
762284052,117,3.965328
762305526,174,5.897147
762327000,120,4.066992
762348474,120,4.066987
762369948,90,3.050236
762391422,258,8.743997
762412896,90,3.050227
762434370,193,6.541034
762455844,90,3.050219
762477318,147,4.982017
762498792,139,4.710881
762520266,90,3.050206
762541740,120,4.066936
762563214,231,7.828841
762584688,342,11.590736
762606162,147,4.981976
762627636,117,3.965241
762649110,166,5.625890
762670584,193,6.540935
762692058,71,2.406247
762713532,258,8.743817
762735006,90,3.050164
762756480,93,3.151832
762777954,174,5.896968
762799428,90,3.050152
762820902,90,3.050148
762842376,155,5.253025
762863850,90,3.050139
762885324,166,5.625805
762906798,166,5.625797
762928272,120,4.066835
762949746,71,2.406208
762971220,147,4.981860
762992694,120,4.066819
763014168,101,3.422901
763035642,139,4.710719
763057116,90,3.050101
763078590,90,3.050097
763100064,147,4.981819
763121538,166,5.625719
763143012,193,6.540737
763164486,90,3.050080
763185960,90,3.050076
763207434,193,6.540710
763228908,258,8.743528
763250382,193,6.540692
763271856,166,5.625665
763293330,166,5.625657
763314804,71,2.406151
763336278,128,4.337844
763357752,90,3.050043
763379226,166,5.625626
763400700,128,4.337827
763422174,193,6.540620
763443648,155,5.252822
763465122,185,6.269489
763486596,193,6.540593
763508070,90,3.050013
763529544,117,3.965012
763551018,193,6.540566
763572492,117,3.965001
763593966,231,7.828324
763615440,90,3.049992
763636914,117,3.964985
763658388,120,4.066645
763679862,90,3.049980
763701336,109,3.693859
763722810,90,3.049971
763744284,193,6.540485
763765758,174,5.896595
763787232,193,6.540467
763808706,90,3.049955
763830180,90,3.049950
763851654,90,3.049946
763873128,101,3.422713
763894602,147,4.981565
763916076,147,4.981558
763937550,109,3.693803
763959024,117,3.964903
763980498,90,3.049921
764001972,90,3.049917
764023446,147,4.981524
764044920,147,4.981517
764066394,55,1.863830
764087868,250,8.471945
764109342,128,4.337630
764130816,55,1.863823
764152290,117,3.964854
764173764,155,5.252577
764195238,109,3.693743
764216712,90,3.049875
764238186,90,3.049871
764259660,185,6.269170
764281134,101,3.422623
764302608,117,3.964816
764324082,117,3.964810
764345556,128,4.337564
764367030,147,4.981415
764388504,174,5.896360
764409978,90,3.049837
764431452,174,5.896344
764452926,185,6.269093
764474400,71,2.405973
764495874,128,4.337522
764517348,109,3.693666
764538822,109,3.693661
764560296,147,4.981353
764581770,109,3.693651
764603244,169,5.726846
764624718,120,4.066394
764646192,55,1.863761
764667666,90,3.049787
764689140,193,6.540090
764710614,155,5.252397
764732088,169,5.726799
764753562,90,3.049770
764775036,109,3.693606
764796510,193,6.540045
764817984,147,4.981271
764839458,147,4.981264
764860932,193,6.540018
764882406,90,3.049745
764903880,147,4.981244
764925354,90,3.049737
764946828,109,3.693565
764968302,120,4.066305
764989776,239,8.098712
765011250,90,3.049720
765032724,120,4.066288
765054198,128,4.337368
765075672,147,4.981189
765097146,128,4.337356
765118620,101,3.422440
765140094,193,6.539901
765161568,220,7.454800
765183042,117,3.964593
765204516,193,6.539874
765225990,101,3.422417
765247464,174,5.896036
765268938,212,7.183667
765290412,117,3.964565
765311886,174,5.896012
765333360,147,4.981107
765354834,117,3.964549
765376308,147,4.981093
765397782,147,4.981086
765419256,90,3.049641
765440730,193,6.539776
765462204,147,4.981066
765483678,193,6.539758
765505152,147,4.981052
765526626,85,2.880196
765548100,147,4.981039
765569574,212,7.183529
765591048,147,4.981025
765612522,174,5.895899
765633996,174,5.895891
765655470,109,3.693398
765676944,101,3.422318
765698418,109,3.693388
765719892,63,2.134707
765741366,174,5.895850
765762840,90,3.049574
765784314,174,5.895834
765805788,90,3.049565
765827262,204,6.912338
765848736,71,2.405762
765870210,101,3.422276
765891684,101,3.422271
765913158,63,2.134681
765934632,85,2.880121
765956106,90,3.049536
765977580,185,6.268482
765999054,212,7.183332
766020528,90,3.049523
766042002,212,7.183312
766063476,166,5.624661
766084950,212,7.183292
766106424,174,5.895713
766127898,85,2.880086
766149372,85,2.880082
766170846,117,3.964342
766192320,101,3.422205
766213794,85,2.880070
766235268,258,8.741847
766256742,85,2.880062
766278216,85,2.880058
766299690,71,2.405692
766321164,101,3.422177
766342638,101,3.422173
766364112,63,2.134620
766385586,90,3.049452
766407060,169,5.726186
766428534,128,4.336987
766450008,90,3.049440
766471482,155,5.251806
766492956,212,7.183105
766514430,185,6.268267
766535904,71,2.405656
766557378,101,3.422126
766578852,109,3.693180
766600326,71,2.405646
766621800,185,6.268224
766643274,169,5.726100
766664748,117,3.964218
766686222,155,5.251734
766707696,155,5.251727
766729170,101,3.422088
